1.701898622600624744e+00,7.425244817556292398e-01,3.745322654389013906e-01,3.099906903493899191e-01,-1.455668086721561560e-01,3.330851185322238339e-01,3.881562144448857943e-01,1.282523919266580492e+00,-5.336835804753738144e-02,3.169022663803804374e-01,0.000000000000000000e+00
3.059187953739519461e+00,-1.497753994138015798e-01,-1.296733344729322113e+00,-1.151500654279757896e+00,1.316749811422913696e-01,7.768361454090604301e-01,8.052112950472066766e-01,-1.954986415112449860e+00,-1.829235666655644466e-01,1.073593680756282642e-01,1.000000000000000000e+00
2.826022786771074102e+00,8.756461659519518825e-01,1.456261043358878071e+00,1.597558434833533436e+00,9.808896946910199421e-01,-2.127449503429937328e-02,5.890450867451488826e-01,1.996871567684354698e+00,1.188349339812328820e+00,-5.576541500106829696e-01,1.000000000000000000e+00
1.984856971321521169e+00,-1.177622124585274987e-01,6.721041887125119851e-01,2.060662605422051374e+00,2.957577389482706209e-01,-4.725550559430830022e-03,4.255239326825487889e-01,-5.235093806262227645e-01,2.371332298356701340e+00,-3.102090582218030024e-01,1.000000000000000000e+00
1.769036738163372036e-01,-1.096524986377994448e+00,1.234769750684592937e+00,-1.133431153094655919e+00,-1.416389460693251001e+00,-1.918018947280681341e-01,4.136364903189071462e-01,-6.564873213813211539e-01,-9.662316616084948295e-02,-1.604682562909201193e+00,0.000000000000000000e+00
2.943836478236132592e+00,-2.238276906311924275e-01,7.056587255360758926e-01,1.042615812587354002e-01,-7.516516611654669999e-01,6.037899472638112996e-01,9.043144712683799380e-01,-5.704717701120622098e-02,4.840433681679787159e-01,-8.178865093075168846e-02,1.000000000000000000e+00
6.274959314541472821e-01,-9.255164598556558930e-01,6.576295143617702510e-02,-3.299570884583349351e-01,-1.392127579348540145e+00,-6.908220334574208810e-01,6.911145771977884600e-01,-9.329445697874391152e-01,-9.975485122993418829e-02,-4.757212396546465771e-01,1.000000000000000000e+00
3.006480130867982492e+00,6.439057619593171466e-01,5.602447415925428942e-01,3.380341500414945077e+00,9.162037571807117864e-01,1.701796041366463452e+00,7.547695596412629104e-01,3.300262134202311404e-01,8.766134578246519427e-01,4.173507238689908583e-01,0.000000000000000000e+00
3.345635298655396550e+00,1.099276529309974604e-01,1.262712710467237542e+00,1.667038332871740414e+00,1.081080442384452917e-01,6.344708251845533331e-01,1.472053302955671716e+00,1.479861832260275012e+00,9.995596299764063497e-01,-6.678955620152782213e-02,1.000000000000000000e+00
1.058191572988006701e+00,-1.390185300177014138e+00,2.921342954185479068e-01,-2.752255121936428850e-01,-2.313642133388508215e-01,1.147416722570443609e-01,3.395897443122810611e-01,-2.225279491730185022e+00,-2.094566265082205003e-01,1.141655169004431591e-01,1.000000000000000000e+00
1.005417177708995080e+00,-6.213012100868053889e-01,-6.810179052486211582e-01,-5.844021042639716557e-01,7.650939564251286740e-01,1.127228053913632566e-01,-8.096228628497634805e-01,-5.114795818384018644e-02,-3.510517799819336537e-01,7.342340409604650731e-01,1.000000000000000000e+00
3.218460108378641493e+00,6.478541511758153515e-01,2.970358079100623439e-01,1.020740221822548754e+00,1.107506057952188039e+00,1.748020810533382319e+00,6.013433137000736561e-01,6.178196127011904154e-02,1.509622210122639085e+00,4.975049599746461104e-01,1.000000000000000000e+00
1.857921693811545705e+00,-1.562184562832396317e-01,8.131950617575965656e-02,1.130940753586886366e-02,4.052462778985878034e-01,1.042534732940801900e+00,4.335419572255623244e-01,7.252603153568446537e-01,2.031348302377634085e-01,9.333772149692604048e-01,1.000000000000000000e+00
