9.066637841484279647e+00,1.053365393215000267e+01,1.062863794689177865e+01,1.034458057023608646e+01,9.804158336845379296e+00,1.023474855123223293e+01,9.565062504677037225e+00,9.597592251838662492e+00,9.967651299248794672e+00,1.018716366682107299e+01,0.000000000000000000e+00
1.069917611999348139e+01,1.143470623276180120e+01,1.026817199199089892e+01,1.140481950422872082e+01,1.129088798379014236e+01,1.162479088113231995e+01,1.206069614619801023e+01,1.184037975309582436e+01,1.191338964121143462e+01,1.090626127849339788e+01,1.000000000000000000e+00
1.002752432094621149e+01,1.046540647596512486e+01,9.949981366306039021e+00,9.244183583142799421e+00,9.624268708141462625e+00,8.887675763023340281e+00,9.705138287837916877e+00,8.626609943418678483e+00,9.264781515690856395e+00,8.830041799117367418e+00,1.000000000000000000e+00
2.003410573819330409e+00,1.587163034493098923e+00,9.290503927879061319e-01,2.635214682540790498e+00,3.103669709173634050e+00,1.165343536097826815e+00,1.669391131289332586e+00,2.064434931359833136e+00,2.791302997758503324e+00,3.211381782988222966e+00,1.000000000000000000e+00
1.044172635216204625e+01,1.015750270786983833e+01,1.034360442334133623e+01,9.687668070419814370e+00,9.917729931329990478e+00,9.741093973687370067e+00,9.038561706126222006e+00,1.027922631058460290e+01,9.465365805788675146e+00,1.054454598130310572e+01,0.000000000000000000e+00
1.061913844419756003e+01,1.044906060702635564e+01,1.057650628654671010e+01,9.996880490027308497e+00,1.185367211297174705e+01,1.032257570769866462e+01,1.088326589850214177e+01,1.182401773245274157e+01,1.105800875489015667e+01,1.083360997704875217e+01,1.000000000000000000e+00
4.187859484315314518e+00,5.991810056631627468e+00,4.908340157771561074e+00,4.360525649694325878e+00,5.694378725387539752e+00,5.281843869630312049e+00,5.467356283703728614e+00,5.773421720645291799e+00,4.972726915889462695e+00,5.978712924277981955e+00,1.000000000000000000e+00
7.903367122295475333e+00,1.032560324971476184e+01,8.941926499340985046e+00,8.805775391492872473e+00,1.063666951906878033e+01,9.662587531189135603e+00,9.749411771812168226e+00,8.620689721420767171e+00,8.995346437084149827e+00,1.182159488061006414e+01,0.000000000000000000e+00
2.005272443127830595e+00,2.743109035488754621e+00,1.216352801284247942e+00,1.357844639720604096e+00,1.478085132385998257e+00,2.769845114863652480e+00,1.959114114657796168e+00,2.235731184775656466e+00,1.469432274686967022e+00,1.667871560187256463e+00,1.000000000000000000e+00
6.231197933285481660e+00,6.721999282169761614e+00,5.038005845132651039e+00,5.321809099175534463e+00,6.935894776168125553e+00,4.021953226483633514e+00,6.259785990240539277e+00,4.834176129890288109e+00,6.362394613215727190e+00,6.308697695726927179e+00,1.000000000000000000e+00
5.836021163319998983e+00,5.582693888659796322e+00,5.245592660257589301e+00,5.794685545516065517e+00,5.690361954159259383e+00,5.793532658084755482e+00,6.177216394793369147e+00,5.923756938142387796e+00,5.966469124466732943e+00,5.637601579621412284e+00,1.000000000000000000e+00
5.738725259605716111e+00,5.769576793189049368e+00,3.736110498580038630e+00,4.084371933142133315e+00,4.984264073278594331e+00,3.134756224780407496e+00,4.809365635388462401e+00,3.839388723842260376e+00,4.784596433713263153e+00,4.972321165287348244e+00,1.000000000000000000e+00
9.540394189482192644e+00,1.113295986150069616e+01,1.079157699701486628e+01,1.107180016886203333e+01,1.187049071805777878e+01,1.062802680425793334e+01,1.115064843824533014e+01,1.132644406326493502e+01,1.065481115249586708e+01,1.210775932383690190e+01,1.000000000000000000e+00
5.024417583267680953e+00,4.782568065199833462e+00,5.018039769853086973e+00,5.011632167748447664e+00,4.278478377112105768e+00,6.240647828361617577e+00,4.711331789232390932e+00,5.862843309110487233e+00,4.692191660885468352e+00,3.911123454657810861e+00,1.000000000000000000e+00
4.884356470761000324e+00,4.837730386793224646e+00,6.323170249225780637e+00,5.040492674581208199e+00,4.787833656725572595e+00,5.078644708526190321e+00,5.312908490784936433e+00,5.455772798528265355e+00,4.664884560458638418e+00,6.756497997809908007e+00,0.000000000000000000e+00
9.588062517871508206e+00,1.066475737623031605e+01,9.973147441719092399e+00,1.074494533782936578e+01,1.055639199047196186e+01,1.059930881217000476e+01,1.102966579283919657e+01,1.058395225902253500e+01,1.103769736566705717e+01,9.871301139911762945e+00,1.000000000000000000e+00
4.694059553411308983e+00,5.091471599312614948e+00,6.535391291778240408e+00,5.688029321032074037e+00,6.304923583679832078e+00,4.934677184296641705e+00,6.342965026048857702e+00,4.997135111856610301e+00,5.202889334298453683e+00,6.743386856993899947e+00,1.000000000000000000e+00
4.923448438331128330e+00,4.747920292301141210e+00,5.842043319757413755e+00,5.060872984391283858e+00,4.942496895894104902e+00,4.761820713305447761e+00,4.871485316028793200e+00,5.329473630475564327e+00,5.455355728047594610e+00,5.740339019588445169e+00,0.000000000000000000e+00
